exp,problem,cfg,seed,method,theta,iters,phase1_iters,phase2_iters,fevals,gevals,hevals,hvevals,time_s,gnorm,fval,converged,switched,switched_at_gnorm,probes_failed,rho_hat,decisions,probes_fired,error
E8,quadratic,kappa100.0-n1000,9,TR,,14,,,28,15,0,155,0.326,1.0108640601912481e-09,-11222.337111192215,1,0,,0,,,,
E8,quadratic,kappa100.0-n1000,9,Hybrid-fixed,0.001,100,100,0,1,103,1,0,0.257,7.981963395241391e-13,-11222.337111192219,1,1,0.001077642914943241,0,,,,
E8,quadratic,kappa100.0-n1000,9,Hybrid-adaptive,,209,209,0,0,211,1,75,0.341,9.107796875404355e-09,-11222.337111192212,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,0,NAG-CM,,689,,,0,690,0,0,0.865,9.807803229683566e-09,-75918.72034491597,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,0,L-BFGS,,476,,,1,953,0,0,3.492,9.734259265264394e-09,-75918.72034491602,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,0,Newton,,1,,,1,2,1,0,0.056,9.504950652747094e-12,-75918.72034491594,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,0,TR,,14,,,28,15,0,424,0.736,9.929200951365774e-09,-75918.72034491593,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,0,Hybrid-fixed,0.001,342,342,0,1,345,1,0,0.675,6.653973801625561e-12,-75918.72034491597,1,1,0.0010013517217829463,0,,,,
E8,quadratic,kappa1000.0-n1000,0,Hybrid-adaptive,,689,689,0,0,691,1,75,1.226,9.807803229683566e-09,-75918.72034491597,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,1,NAG-CM,,695,,,0,696,0,0,1.069,9.825562384512824e-09,-75918.72034491599,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,1,L-BFGS,,480,,,4,961,0,0,1.33,9.989405743302642e-09,-75918.72034491593,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,1,Newton,,1,,,1,2,1,0,0.051,9.424752788260637e-12,-75918.72034491597,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,1,TR,,15,,,30,16,0,460,0.318,1.3214673382762608e-09,-75918.72034491597,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,1,Hybrid-fixed,0.001,344,344,0,1,347,1,0,0.636,6.19404014953164e-12,-75918.72034491597,1,1,0.0009999498946803983,0,,,,
E8,quadratic,kappa1000.0-n1000,1,Hybrid-adaptive,,695,695,0,0,697,1,75,0.838,9.825562384512824e-09,-75918.72034491599,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,2,NAG-CM,,693,,,0,694,0,0,0.981,9.971338464541984e-09,-75918.72034491597,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,2,L-BFGS,,475,,,1,951,0,0,4.261,9.900353740864439e-09,-75918.72034491596,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,2,Newton,,1,,,1,2,1,0,0.055,9.58175457943076e-12,-75918.720344916,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,2,TR,,15,,,30,16,0,460,0.61,1.2732568945480568e-09,-75918.72034491597,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,2,Hybrid-fixed,0.001,343,343,0,1,346,1,0,0.561,6.780488084210157e-12,-75918.72034491591,1,1,0.001000299535270804,0,,,,
E8,quadratic,kappa1000.0-n1000,2,Hybrid-adaptive,,693,693,0,0,695,1,50,1.009,9.971338464541984e-09,-75918.72034491597,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,3,NAG-CM,,687,,,0,688,0,0,0.936,9.787754814496105e-09,-75918.72034491593,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,3,L-BFGS,,465,,,11,931,0,0,3.89,9.590130324580198e-09,-75918.72034491594,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,3,Newton,,1,,,1,2,1,0,0.148,8.752997019337221e-12,-75918.72034491596,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,3,TR,,15,,,30,16,0,463,0.854,9.380610088550934e-10,-75918.72034491591,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,3,Hybrid-fixed,0.001,339,339,0,1,342,1,0,0.653,6.1857213937062465e-12,-75918.72034491596,1,1,0.0010010853493543398,0,,,,
E8,quadratic,kappa1000.0-n1000,3,Hybrid-adaptive,,687,687,0,0,689,1,75,1.311,9.787754814496105e-09,-75918.72034491593,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,4,NAG-CM,,689,,,0,690,0,0,0.887,9.936783223546093e-09,-75918.720344916,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,4,L-BFGS,,488,,,2,977,0,0,4.855,9.469423984573053e-09,-75918.72034491599,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,4,Newton,,1,,,1,2,1,0,0.067,9.94783874032209e-12,-75918.72034491597,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,4,TR,,14,,,28,15,0,422,0.769,8.593482926870112e-09,-75918.72034491594,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,4,Hybrid-fixed,0.001,341,341,0,1,344,1,0,0.577,6.6044357237665025e-12,-75918.72034491597,1,1,0.0010186855157896756,0,,,,
E8,quadratic,kappa1000.0-n1000,4,Hybrid-adaptive,,689,689,0,0,691,1,75,1.371,9.936783223546093e-09,-75918.720344916,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,5,NAG-CM,,692,,,0,693,0,0,1.008,9.954059788562633e-09,-75918.72034491597,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,5,L-BFGS,,461,,,1,923,0,0,4.253,9.385409343743138e-09,-75918.72034491594,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,5,Newton,,1,,,1,2,1,0,0.068,9.721547713235088e-12,-75918.72034491594,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,5,TR,,15,,,30,16,0,464,0.835,1.4160605282611905e-09,-75918.72034491596,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,5,Hybrid-fixed,0.001,342,342,0,1,345,1,0,0.717,6.446585952402198e-12,-75918.72034491597,1,1,0.0010222595499992594,0,,,,
E8,quadratic,kappa1000.0-n1000,5,Hybrid-adaptive,,692,692,0,0,694,1,75,1.277,9.954059788562633e-09,-75918.72034491597,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,6,NAG-CM,,691,,,0,692,0,0,1.005,9.995997952088064e-09,-75918.72034491597,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,6,L-BFGS,,481,,,2,963,0,0,4.496,9.991839989230775e-09,-75918.72034491599,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,6,Newton,,1,,,1,2,1,0,0.173,9.322256381251082e-12,-75918.72034491597,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,6,TR,,15,,,30,16,0,465,0.792,1.1698434683841154e-09,-75918.72034491596,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,6,Hybrid-fixed,0.001,340,340,0,1,343,1,0,0.697,6.8622464950868216e-12,-75918.72034491596,1,1,0.0010296009101704408,0,,,,
E8,quadratic,kappa1000.0-n1000,6,Hybrid-adaptive,,691,691,0,0,693,1,75,1.434,9.995997952088064e-09,-75918.72034491597,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,7,NAG-CM,,689,,,0,690,0,0,1.063,9.989405699297062e-09,-75918.72034491597,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,7,L-BFGS,,481,,,4,963,0,0,4.825,9.922152240800824e-09,-75918.72034491594,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,7,Newton,,1,,,1,2,1,0,0.141,9.625362259142572e-12,-75918.720344916,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,7,TR,,15,,,30,16,0,460,0.74,9.814617079343675e-10,-75918.72034491596,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,7,Hybrid-fixed,0.001,341,341,0,1,344,1,0,0.696,6.253057913591256e-12,-75918.72034491596,1,1,0.0010261637597961152,0,,,,
E8,quadratic,kappa1000.0-n1000,7,Hybrid-adaptive,,689,689,0,0,691,1,75,1.412,9.989405699297062e-09,-75918.72034491597,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,8,NAG-CM,,689,,,0,690,0,0,0.975,9.804681024613196e-09,-75918.72034491593,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,8,L-BFGS,,468,,,1,937,0,0,4.743,9.980927859188848e-09,-75918.72034491594,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,8,Newton,,1,,,1,2,1,0,0.073,9.602114435468649e-12,-75918.72034491596,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,8,TR,,15,,,30,16,0,470,0.731,1.0127107272459113e-09,-75918.72034491594,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,8,Hybrid-fixed,0.001,341,341,0,1,344,1,0,0.658,6.357949392701218e-12,-75918.72034491594,1,1,0.001024552001394633,0,,,,
E8,quadratic,kappa1000.0-n1000,8,Hybrid-adaptive,,689,689,0,0,691,1,75,1.45,9.804681024613196e-09,-75918.72034491593,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,9,NAG-CM,,685,,,0,686,0,0,1.056,9.9403181443808e-09,-75918.72034491602,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,9,L-BFGS,,492,,,1,985,0,0,4.577,9.775463393123135e-09,-75918.72034491594,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,9,Newton,,1,,,1,2,1,0,0.143,1.0264139057763631e-11,-75918.72034491594,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,9,TR,,15,,,30,16,0,459,0.749,1.0549532604832588e-09,-75918.72034491596,1,0,,0,,,,
E8,quadratic,kappa1000.0-n1000,9,Hybrid-fixed,0.001,337,337,0,1,340,1,0,0.687,6.319030616903422e-12,-75918.72034491594,1,1,0.0010315182339376804,0,,,,
E8,quadratic,kappa1000.0-n1000,9,Hybrid-adaptive,,685,685,0,0,687,1,75,1.362,9.9403181443808e-09,-75918.72034491602,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,0,NAG-CM,,2253,,,0,2254,0,0,3.289,9.908648465822403e-09,-571253.6282267249,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,0,L-BFGS,,1599,,,2,3200,1,0,14.773,5.5686602775054347e-11,-571253.6282267248,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,0,Newton,,1,,,1,2,1,0,0.068,8.219759832661135e-11,-571253.6282267248,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,0,TR,,15,,,30,16,0,1291,0.895,6.203769168311878e-09,-571253.6282267249,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,0,Hybrid-fixed,0.001,1151,1151,0,1,1154,1,0,1.844,5.920285736923868e-11,-571253.6282267247,1,1,0.0010025976102195902,0,,,,
E8,quadratic,kappa10000.0-n1000,0,Hybrid-adaptive,,2253,2253,0,0,2255,1,75,2.51,9.908648465822403e-09,-571253.6282267249,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,1,NAG-CM,,2258,,,0,2259,0,0,0.643,9.917856851279043e-09,-571253.6282267252,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,1,L-BFGS,,1553,,,3,3108,1,0,2.214,5.645970968763666e-11,-571253.6282267248,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,1,Newton,,1,,,1,2,1,0,0.03,8.38251149559258e-11,-571253.6282267247,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,1,TR,,15,,,30,16,0,1291,0.293,9.372130554305684e-09,-571253.6282267249,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,1,Hybrid-fixed,0.001,1152,1152,0,1,1155,1,0,0.277,5.577274388995957e-11,-571253.6282267247,1,1,0.001004942007380999,0,,,,
E8,quadratic,kappa10000.0-n1000,1,Hybrid-adaptive,,2258,2258,0,0,2260,1,75,0.84,9.917856851279043e-09,-571253.6282267252,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,2,NAG-CM,,2254,,,0,2255,0,0,0.447,9.941095460686278e-09,-571253.6282267248,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,2,L-BFGS,,1582,,,3,3166,1,0,2.427,5.855898545501795e-11,-571253.6282267246,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,2,Newton,,1,,,1,2,1,0,0.028,7.857767436308395e-11,-571253.6282267246,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,2,TR,,15,,,30,16,0,1311,0.285,6.458884591414638e-09,-571253.6282267249,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,2,Hybrid-fixed,0.001,1159,1159,0,1,1162,1,0,0.202,5.5146979053935135e-11,-571253.6282267247,1,1,0.0010016998166396676,0,,,,
E8,quadratic,kappa10000.0-n1000,2,Hybrid-adaptive,,2254,2254,0,0,2256,1,50,0.506,9.941095460686278e-09,-571253.6282267248,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,3,NAG-CM,,2244,,,0,2245,0,0,0.465,9.970687011736389e-09,-571253.6282267246,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,3,L-BFGS,,1636,,,7,3274,1,0,2.33,5.741527902949572e-11,-571253.6282267247,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,3,Newton,,1,,,1,2,1,0,0.027,7.619463407034886e-11,-571253.6282267248,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,3,TR,,15,,,30,16,0,1267,0.293,8.772103154703764e-09,-571253.6282267247,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,3,Hybrid-fixed,0.001,1150,1150,0,1,1153,1,0,0.281,5.757198024507369e-11,-571253.6282267249,1,1,0.0010022256704855694,0,,,,
E8,quadratic,kappa10000.0-n1000,3,Hybrid-adaptive,,2244,2244,0,0,2246,1,75,0.506,9.970687011736389e-09,-571253.6282267246,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,4,NAG-CM,,2251,,,0,2252,0,0,0.455,9.968015121563368e-09,-571253.6282267247,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,4,L-BFGS,,1582,,,3,3166,1,0,1.98,5.664397667879454e-11,-571253.6282267246,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,4,Newton,,1,,,1,2,1,0,0.022,8.192560208336085e-11,-571253.6282267246,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,4,TR,,15,,,30,16,0,1301,0.277,5.6077929192989035e-09,-571253.6282267249,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,4,Hybrid-fixed,0.001,1153,1153,0,1,1156,1,0,0.252,5.917277894934216e-11,-571253.6282267247,1,1,0.0010118752458212201,0,,,,
E8,quadratic,kappa10000.0-n1000,4,Hybrid-adaptive,,2251,2251,0,0,2253,1,75,0.487,9.968015121563368e-09,-571253.6282267247,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,5,NAG-CM,,2249,,,0,2250,0,0,0.435,9.95602735484641e-09,-571253.6282267249,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,5,L-BFGS,,1652,,,1,3306,1,0,1.573,5.858249350950097e-11,-571253.6282267246,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,5,Newton,,1,,,1,2,1,0,0.023,7.948240297094105e-11,-571253.6282267247,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,5,TR,,15,,,30,16,0,1312,0.216,7.863854339894024e-09,-571253.6282267247,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,5,Hybrid-fixed,0.001,1152,1152,0,1,1155,1,0,0.212,5.692099272240561e-11,-571253.6282267247,1,1,0.0010019233644948022,0,,,,
E8,quadratic,kappa10000.0-n1000,5,Hybrid-adaptive,,2249,2249,0,0,2251,1,75,0.449,9.95602735484641e-09,-571253.6282267249,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,6,NAG-CM,,2251,,,0,2252,0,0,0.407,9.979245338453372e-09,-571253.6282267243,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,6,L-BFGS,,1680,,,1,3362,1,0,1.539,5.764577119469619e-11,-571253.6282267247,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,6,Newton,,1,,,1,2,1,0,0.023,7.815001757412118e-11,-571253.6282267249,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,6,TR,,15,,,30,16,0,1283,0.206,7.938586336757213e-09,-571253.6282267245,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,6,Hybrid-fixed,0.001,1150,1150,0,1,1153,1,0,0.261,5.4398530028536935e-11,-571253.6282267245,1,1,0.0010078582822144655,0,,,,
E8,quadratic,kappa10000.0-n1000,6,Hybrid-adaptive,,2251,2251,0,0,2253,1,75,0.321,9.979245338453372e-09,-571253.6282267243,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,7,NAG-CM,,2255,,,0,2256,0,0,0.241,9.953668220357144e-09,-571253.6282267242,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,7,L-BFGS,,1552,,,1,3106,1,0,1.348,5.741933788300749e-11,-571253.6282267247,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,7,Newton,,1,,,1,2,1,0,0.022,8.417122837476318e-11,-571253.6282267247,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,7,TR,,15,,,30,16,0,1265,0.183,8.025748491060839e-09,-571253.6282267245,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,7,Hybrid-fixed,0.001,1158,1158,0,1,1161,1,0,0.23,5.71962734496674e-11,-571253.6282267247,1,1,0.000999030928371134,0,,,,
E8,quadratic,kappa10000.0-n1000,7,Hybrid-adaptive,,2255,2255,0,0,2257,1,75,0.294,9.953668220357144e-09,-571253.6282267242,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,8,NAG-CM,,2259,,,0,2260,0,0,0.35,9.947776486161391e-09,-571253.6282267249,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,8,L-BFGS,,1616,,,10,3234,1,0,1.494,5.5309997515602555e-11,-571253.6282267242,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,8,Newton,,1,,,1,2,1,0,0.023,8.833356296546937e-11,-571253.6282267247,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,8,TR,,15,,,30,16,0,1316,0.208,6.593462214876443e-09,-571253.6282267247,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,8,Hybrid-fixed,0.001,1152,1152,0,1,1155,1,0,0.164,5.6910726029116634e-11,-571253.6282267246,1,1,0.0010051702816562477,0,,,,
E8,quadratic,kappa10000.0-n1000,8,Hybrid-adaptive,,2259,2259,0,0,2261,1,75,0.35,9.947776486161391e-09,-571253.6282267249,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,9,NAG-CM,,2241,,,0,2242,0,0,0.333,9.94861984521807e-09,-571253.6282267247,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,9,L-BFGS,,1563,,,2,3128,1,0,1.193,5.961261813501119e-11,-571253.6282267247,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,9,Newton,,1,,,1,2,1,0,0.023,8.373684492004335e-11,-571253.6282267249,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,9,TR,,15,,,30,16,0,1274,0.185,6.2123829961697875e-09,-571253.6282267248,1,0,,0,,,,
E8,quadratic,kappa10000.0-n1000,9,Hybrid-fixed,0.001,1146,1146,0,1,1149,1,0,0.242,5.499365023768272e-11,-571253.6282267247,1,1,0.0010008734581338993,0,,,,
E8,quadratic,kappa10000.0-n1000,9,Hybrid-adaptive,,2241,2241,0,0,2243,1,75,0.404,9.94861984521807e-09,-571253.6282267247,1,0,,0,,,,
E8,rosenbrock,n50,0,NAG-CM,,15673,,,31853,15674,0,0,0.48,9.758344206634444e-09,9.31162358326397e-17,1,0,,0,,,,
E8,rosenbrock,n50,0,L-BFGS,,287,,,1,575,0,0,0.027,3.469004808501607e-09,1.016699186626837e-19,1,0,,0,,,,
E8,rosenbrock,n50,0,Newton,,121,,,1,122,121,0,0.013,6.7714614083682946e-12,1.4141642221265435e-24,1,0,,0,,,,
E8,rosenbrock,n50,0,TR,,131,,,262,132,0,1122,0.035,1.53174054881797e-09,3.986623854300934,1,0,,0,,,,
E8,rosenbrock,n50,0,Hybrid-fixed,0.001,14816,14815,1,1,14820,2,0,0.434,3.6621165541033764e-11,1.218868984509074e-21,1,1,0.000852044636301148,0,,,,
E8,rosenbrock,n50,0,Hybrid-adaptive,,15322,15322,0,1,15326,2,103275,3.984,3.0626807500352966e-10,5.964937627687886e-23,1,1,9.965077856602743e-07,0,,,,
E8,rosenbrock,n50,1,NAG-CM,,15673,,,31853,15674,0,0,0.458,9.758344206634444e-09,9.31162358326397e-17,1,0,,0,,,,
E8,rosenbrock,n50,1,L-BFGS,,287,,,1,575,0,0,0.029,3.469004808501607e-09,1.016699186626837e-19,1,0,,0,,,,
E8,rosenbrock,n50,1,Newton,,121,,,1,122,121,0,0.013,6.7714614083682946e-12,1.4141642221265435e-24,1,0,,0,,,,
E8,rosenbrock,n50,1,TR,,131,,,262,132,0,1122,0.037,1.53174054881797e-09,3.986623854300934,1,0,,0,,,,
E8,rosenbrock,n50,1,Hybrid-fixed,0.001,14816,14815,1,1,14820,2,0,0.438,3.6621165541033764e-11,1.218868984509074e-21,1,1,0.000852044636301148,0,,,,
E8,rosenbrock,n50,1,Hybrid-adaptive,,15322,15322,0,1,15326,2,103275,4.02,3.0626807500352966e-10,5.964937627687886e-23,1,1,9.965077856602743e-07,0,,,,
E8,rosenbrock,n50,2,NAG-CM,,15673,,,31853,15674,0,0,0.471,9.758344206634444e-09,9.31162358326397e-17,1,0,,0,,,,
E8,rosenbrock,n50,2,L-BFGS,,287,,,1,575,0,0,0.028,3.469004808501607e-09,1.016699186626837e-19,1,0,,0,,,,
E8,rosenbrock,n50,2,Newton,,121,,,1,122,121,0,0.013,6.7714614083682946e-12,1.4141642221265435e-24,1,0,,0,,,,
E8,rosenbrock,n50,2,TR,,131,,,262,132,0,1122,0.033,1.53174054881797e-09,3.986623854300934,1,0,,0,,,,
E8,rosenbrock,n50,2,Hybrid-fixed,0.001,14816,14815,1,1,14820,2,0,0.424,3.6621165541033764e-11,1.218868984509074e-21,1,1,0.000852044636301148,0,,,,
E8,rosenbrock,n50,2,Hybrid-adaptive,,15322,15322,0,1,15326,2,103275,4.101,3.0626807500352966e-10,5.964937627687886e-23,1,1,9.965077856602743e-07,0,,,,
E8,rosenbrock,n50,3,NAG-CM,,15673,,,31853,15674,0,0,0.461,9.758344206634444e-09,9.31162358326397e-17,1,0,,0,,,,
E8,rosenbrock,n50,3,L-BFGS,,287,,,1,575,0,0,0.029,3.469004808501607e-09,1.016699186626837e-19,1,0,,0,,,,
E8,rosenbrock,n50,3,Newton,,121,,,1,122,121,0,0.013,6.7714614083682946e-12,1.4141642221265435e-24,1,0,,0,,,,
E8,rosenbrock,n50,3,TR,,131,,,262,132,0,1122,0.037,1.53174054881797e-09,3.986623854300934,1,0,,0,,,,
E8,rosenbrock,n50,3,Hybrid-fixed,0.001,14816,14815,1,1,14820,2,0,0.47,3.6621165541033764e-11,1.218868984509074e-21,1,1,0.000852044636301148,0,,,,
E8,rosenbrock,n50,3,Hybrid-adaptive,,15322,15322,0,1,15326,2,103275,4.108,3.0626807500352966e-10,5.964937627687886e-23,1,1,9.965077856602743e-07,0,,,,
E8,rosenbrock,n50,4,NAG-CM,,15673,,,31853,15674,0,0,0.46,9.758344206634444e-09,9.31162358326397e-17,1,0,,0,,,,
E8,rosenbrock,n50,4,L-BFGS,,287,,,1,575,0,0,0.027,3.469004808501607e-09,1.016699186626837e-19,1,0,,0,,,,
E8,rosenbrock,n50,4,Newton,,121,,,1,122,121,0,0.014,6.7714614083682946e-12,1.4141642221265435e-24,1,0,,0,,,,
E8,rosenbrock,n50,4,TR,,131,,,262,132,0,1122,0.038,1.53174054881797e-09,3.986623854300934,1,0,,0,,,,
E8,rosenbrock,n50,4,Hybrid-fixed,0.001,14816,14815,1,1,14820,2,0,0.45,3.6621165541033764e-11,1.218868984509074e-21,1,1,0.000852044636301148,0,,,,
E8,rosenbrock,n50,4,Hybrid-adaptive,,15322,15322,0,1,15326,2,103275,4.057,3.0626807500352966e-10,5.964937627687886e-23,1,1,9.965077856602743e-07,0,,,,
E8,rosenbrock,n50,5,NAG-CM,,15673,,,31853,15674,0,0,0.444,9.758344206634444e-09,9.31162358326397e-17,1,0,,0,,,,
E8,rosenbrock,n50,5,L-BFGS,,287,,,1,575,0,0,0.027,3.469004808501607e-09,1.016699186626837e-19,1,0,,0,,,,
E8,rosenbrock,n50,5,Newton,,121,,,1,122,121,0,0.013,6.7714614083682946e-12,1.4141642221265435e-24,1,0,,0,,,,
E8,rosenbrock,n50,5,TR,,131,,,262,132,0,1122,0.035,1.53174054881797e-09,3.986623854300934,1,0,,0,,,,
E8,rosenbrock,n50,5,Hybrid-fixed,0.001,14816,14815,1,1,14820,2,0,0.42,3.6621165541033764e-11,1.218868984509074e-21,1,1,0.000852044636301148,0,,,,
E8,rosenbrock,n50,5,Hybrid-adaptive,,15322,15322,0,1,15326,2,103275,3.885,3.0626807500352966e-10,5.964937627687886e-23,1,1,9.965077856602743e-07,0,,,,
E8,rosenbrock,n50,6,NAG-CM,,15673,,,31853,15674,0,0,0.474,9.758344206634444e-09,9.31162358326397e-17,1,0,,0,,,,
E8,rosenbrock,n50,6,L-BFGS,,287,,,1,575,0,0,0.027,3.469004808501607e-09,1.016699186626837e-19,1,0,,0,,,,
E8,rosenbrock,n50,6,Newton,,121,,,1,122,121,0,0.013,6.7714614083682946e-12,1.4141642221265435e-24,1,0,,0,,,,
E8,rosenbrock,n50,6,TR,,131,,,262,132,0,1122,0.036,1.53174054881797e-09,3.986623854300934,1,0,,0,,,,
E8,rosenbrock,n50,6,Hybrid-fixed,0.001,14816,14815,1,1,14820,2,0,0.42,3.6621165541033764e-11,1.218868984509074e-21,1,1,0.000852044636301148,0,,,,
E8,rosenbrock,n50,6,Hybrid-adaptive,,15322,15322,0,1,15326,2,103275,3.95,3.0626807500352966e-10,5.964937627687886e-23,1,1,9.965077856602743e-07,0,,,,
E8,rosenbrock,n50,7,NAG-CM,,15673,,,31853,15674,0,0,0.449,9.758344206634444e-09,9.31162358326397e-17,1,0,,0,,,,
E8,rosenbrock,n50,7,L-BFGS,,287,,,1,575,0,0,0.028,3.469004808501607e-09,1.016699186626837e-19,1,0,,0,,,,
E8,rosenbrock,n50,7,Newton,,121,,,1,122,121,0,0.012,6.7714614083682946e-12,1.4141642221265435e-24,1,0,,0,,,,
E8,rosenbrock,n50,7,TR,,131,,,262,132,0,1122,0.033,1.53174054881797e-09,3.986623854300934,1,0,,0,,,,
E8,rosenbrock,n50,7,Hybrid-fixed,0.001,14816,14815,1,1,14820,2,0,0.428,3.6621165541033764e-11,1.218868984509074e-21,1,1,0.000852044636301148,0,,,,
E8,rosenbrock,n50,7,Hybrid-adaptive,,15322,15322,0,1,15326,2,103275,3.963,3.0626807500352966e-10,5.964937627687886e-23,1,1,9.965077856602743e-07,0,,,,
E8,rosenbrock,n50,8,NAG-CM,,15673,,,31853,15674,0,0,0.446,9.758344206634444e-09,9.31162358326397e-17,1,0,,0,,,,
E8,rosenbrock,n50,8,L-BFGS,,287,,,1,575,0,0,0.028,3.469004808501607e-09,1.016699186626837e-19,1,0,,0,,,,
E8,rosenbrock,n50,8,Newton,,121,,,1,122,121,0,0.012,6.7714614083682946e-12,1.4141642221265435e-24,1,0,,0,,,,
