exp,problem,cfg,seed,method,theta,iters,phase1_iters,phase2_iters,fevals,gevals,hevals,hvevals,time_s,gnorm,fval,converged,switched,switched_at_gnorm,probes_failed,rho_hat,decisions,probes_fired,error
E7,logsumexp,m300-n50,7,Hybrid-fixed,0.00015848931924611142,245,245,0,142,257,5,0,0.067,9.874311566985951e-09,6.013258871324233,1,0,,5,,,,
E7,logsumexp,m300-n50,8,Hybrid-fixed,0.00015848931924611142,245,245,0,142,257,5,0,0.067,9.956346086458383e-09,6.013258871324233,1,0,,5,,,,
E7,logsumexp,m300-n50,9,Hybrid-fixed,0.00015848931924611142,246,246,0,144,258,5,0,0.075,9.460117177035758e-09,6.013258871324233,1,0,,5,,,,
E7,logsumexp,m300-n50,0,Hybrid-fixed,3.9810717055349695e-05,246,246,0,166,256,4,0,0.054,9.39697012429983e-09,6.013258871324233,1,0,,4,,,,
E7,logsumexp,m300-n50,1,Hybrid-fixed,3.9810717055349695e-05,245,245,0,164,255,4,0,0.043,9.987754092918994e-09,6.013258871324233,1,0,,4,,,,
E7,logsumexp,m300-n50,2,Hybrid-fixed,3.9810717055349695e-05,245,245,0,164,255,4,0,0.049,9.903264506021423e-09,6.013258871324233,1,0,,4,,,,
E7,logsumexp,m300-n50,3,Hybrid-fixed,3.9810717055349695e-05,246,246,0,166,256,4,0,0.057,9.406418816120337e-09,6.013258871324233,1,0,,4,,,,
E7,logsumexp,m300-n50,4,Hybrid-fixed,3.9810717055349695e-05,246,246,0,166,256,4,0,0.032,9.507261191352474e-09,6.013258871324233,1,0,,4,,,,
E7,logsumexp,m300-n50,5,Hybrid-fixed,3.9810717055349695e-05,245,245,0,164,255,4,0,0.056,9.956374139639777e-09,6.013258871324233,1,0,,4,,,,
E7,logsumexp,m300-n50,6,Hybrid-fixed,3.9810717055349695e-05,246,246,0,166,256,4,0,0.054,9.474653100183921e-09,6.013258871324233,1,0,,4,,,,
E7,logsumexp,m300-n50,7,Hybrid-fixed,3.9810717055349695e-05,245,245,0,164,255,4,0,0.038,9.874311566985951e-09,6.013258871324233,1,0,,4,,,,
E7,logsumexp,m300-n50,8,Hybrid-fixed,3.9810717055349695e-05,245,245,0,164,255,4,0,0.069,9.956346086458383e-09,6.013258871324233,1,0,,4,,,,
E7,logsumexp,m300-n50,9,Hybrid-fixed,3.9810717055349695e-05,246,246,0,166,256,4,0,0.046,9.460117177035758e-09,6.013258871324233,1,0,,4,,,,
E7,logsumexp,m300-n50,0,Hybrid-fixed,1e-05,246,246,0,122,256,4,0,0.044,9.39697012429983e-09,6.013258871324233,1,0,,4,,,,
E7,logsumexp,m300-n50,1,Hybrid-fixed,1e-05,240,235,5,45,503,9,0,0.066,8.452146241156529e-09,6.013258871324232,1,1,1.880144583489081e-08,3,,,,
E7,logsumexp,m300-n50,2,Hybrid-fixed,1e-05,243,235,8,45,685,12,0,0.078,8.059087866024332e-09,6.013258871324232,1,1,1.8642380543106125e-08,3,,,,
E7,logsumexp,m300-n50,3,Hybrid-fixed,1e-05,246,246,0,122,256,4,0,0.07,9.406418816120337e-09,6.013258871324233,1,0,,4,,,,
E7,logsumexp,m300-n50,4,Hybrid-fixed,1e-05,239,235,4,45,453,8,0,0.077,8.666593445070827e-09,6.013258871324232,1,1,1.906539292343475e-08,3,,,,
E7,logsumexp,m300-n50,5,Hybrid-fixed,1e-05,245,245,0,120,255,4,0,0.083,9.956374139639777e-09,6.013258871324233,1,0,,4,,,,
E7,logsumexp,m300-n50,6,Hybrid-fixed,1e-05,239,235,4,45,453,8,0,0.061,7.958441562009081e-09,6.013258871324232,1,1,1.9000158171031896e-08,3,,,,
E7,logsumexp,m300-n50,7,Hybrid-fixed,1e-05,239,235,4,45,454,8,0,0.047,8.752531992570072e-09,6.013258871324232,1,1,1.8587865745080784e-08,3,,,,
E7,logsumexp,m300-n50,8,Hybrid-fixed,1e-05,240,235,5,45,503,9,0,0.077,8.083404295896753e-09,6.013258871324232,1,1,1.8742268560418458e-08,3,,,,
E7,logsumexp,m300-n50,9,Hybrid-fixed,1e-05,239,235,4,45,453,8,0,0.058,9.04171671452106e-09,6.013258871324232,1,1,1.8970977701976435e-08,3,,,,
E7,logsumexp,m300-n50,0,Hybrid-fixed,2.5118864315095823e-06,246,246,0,144,254,3,0,0.037,9.39697012429983e-09,6.013258871324233,1,0,,3,,,,
E7,logsumexp,m300-n50,1,Hybrid-fixed,2.5118864315095823e-06,245,245,0,142,253,3,0,0.051,9.987754092918994e-09,6.013258871324233,1,0,,3,,,,
E7,logsumexp,m300-n50,2,Hybrid-fixed,2.5118864315095823e-06,231,224,7,44,575,10,0,0.08,8.911596933691857e-09,6.013258871324232,1,1,3.738595376415381e-08,2,,,,
E7,logsumexp,m300-n50,3,Hybrid-fixed,2.5118864315095823e-06,241,224,17,44,1038,20,0,0.13,8.404836180245551e-09,6.013258871324232,1,1,3.782947489904218e-08,2,,,,
E7,logsumexp,m300-n50,4,Hybrid-fixed,2.5118864315095823e-06,246,246,0,144,254,3,0,0.037,9.507261191352474e-09,6.013258871324233,1,0,,3,,,,
E7,logsumexp,m300-n50,5,Hybrid-fixed,2.5118864315095823e-06,245,245,0,142,253,3,0,0.038,9.956374139639777e-09,6.013258871324233,1,0,,3,,,,
E7,logsumexp,m300-n50,6,Hybrid-fixed,2.5118864315095823e-06,246,246,0,144,254,3,0,0.08,9.474653100183921e-09,6.013258871324233,1,0,,3,,,,
E7,logsumexp,m300-n50,7,Hybrid-fixed,2.5118864315095823e-06,245,245,0,142,253,3,0,0.072,9.874311566985951e-09,6.013258871324233,1,0,,3,,,,
E7,logsumexp,m300-n50,8,Hybrid-fixed,2.5118864315095823e-06,245,245,0,142,253,3,0,0.136,9.956346086458383e-09,6.013258871324233,1,0,,3,,,,
E7,logsumexp,m300-n50,9,Hybrid-fixed,2.5118864315095823e-06,246,246,0,144,254,3,0,0.117,9.460117177035758e-09,6.013258871324233,1,0,,3,,,,
E7,logsumexp,m300-n50,0,Hybrid-fixed,6.30957344480193e-07,246,246,0,166,252,2,0,0.055,9.39697012429983e-09,6.013258871324233,1,0,,2,,,,
E7,logsumexp,m300-n50,1,Hybrid-fixed,6.30957344480193e-07,245,245,0,164,251,2,0,0.05,9.987754092918994e-09,6.013258871324233,1,0,,2,,,,
E7,logsumexp,m300-n50,2,Hybrid-fixed,6.30957344480193e-07,245,245,0,164,251,2,0,0.032,9.903264506021423e-09,6.013258871324233,1,0,,2,,,,
E7,logsumexp,m300-n50,3,Hybrid-fixed,6.30957344480193e-07,246,246,0,166,252,2,0,0.041,9.406418816120337e-09,6.013258871324233,1,0,,2,,,,
E7,logsumexp,m300-n50,4,Hybrid-fixed,6.30957344480193e-07,246,246,0,166,252,2,0,0.054,9.507261191352474e-09,6.013258871324233,1,0,,2,,,,
E7,logsumexp,m300-n50,5,Hybrid-fixed,6.30957344480193e-07,245,245,0,164,251,2,0,0.055,9.956374139639777e-09,6.013258871324233,1,0,,2,,,,
E7,logsumexp,m300-n50,6,Hybrid-fixed,6.30957344480193e-07,246,246,0,166,252,2,0,0.059,9.474653100183921e-09,6.013258871324233,1,0,,2,,,,
E7,logsumexp,m300-n50,7,Hybrid-fixed,6.30957344480193e-07,245,245,0,164,251,2,0,0.086,9.874311566985951e-09,6.013258871324233,1,0,,2,,,,
E7,logsumexp,m300-n50,8,Hybrid-fixed,6.30957344480193e-07,245,245,0,164,251,2,0,0.071,9.956346086458383e-09,6.013258871324233,1,0,,2,,,,
E7,logsumexp,m300-n50,9,Hybrid-fixed,6.30957344480193e-07,246,246,0,166,252,2,0,0.036,9.460117177035758e-09,6.013258871324233,1,0,,2,,,,
E7,logsumexp,m300-n50,0,Hybrid-fixed,1.584893192461114e-07,246,246,0,122,252,2,0,0.033,9.39697012429983e-09,6.013258871324233,1,0,,2,,,,
E7,logsumexp,m300-n50,1,Hybrid-fixed,1.584893192461114e-07,240,235,5,45,499,7,0,0.082,8.452146241156529e-09,6.013258871324232,1,1,1.880144583489081e-08,1,,,,
E7,logsumexp,m300-n50,2,Hybrid-fixed,1.584893192461114e-07,243,235,8,45,681,10,0,0.121,8.059087866024332e-09,6.013258871324232,1,1,1.8642380543106125e-08,1,,,,
E7,logsumexp,m300-n50,3,Hybrid-fixed,1.584893192461114e-07,246,246,0,122,252,2,0,0.08,9.406418816120337e-09,6.013258871324233,1,0,,2,,,,
E7,logsumexp,m300-n50,4,Hybrid-fixed,1.584893192461114e-07,239,235,4,45,449,6,0,0.057,8.666593445070827e-09,6.013258871324232,1,1,1.906539292343475e-08,1,,,,
E7,logsumexp,m300-n50,5,Hybrid-fixed,1.584893192461114e-07,245,245,0,120,251,2,0,0.034,9.956374139639777e-09,6.013258871324233,1,0,,2,,,,
E7,logsumexp,m300-n50,6,Hybrid-fixed,1.584893192461114e-07,239,235,4,45,449,6,0,0.068,7.958441562009081e-09,6.013258871324232,1,1,1.9000158171031896e-08,1,,,,
E7,logsumexp,m300-n50,7,Hybrid-fixed,1.584893192461114e-07,238,234,4,45,448,6,0,0.145,8.233175243069799e-09,6.013258871324232,1,1,1.9801692078946705e-08,1,,,,
E7,logsumexp,m300-n50,8,Hybrid-fixed,1.584893192461114e-07,240,235,5,45,499,7,0,0.161,8.083404295896753e-09,6.013258871324232,1,1,1.8742268560418458e-08,1,,,,
E7,logsumexp,m300-n50,9,Hybrid-fixed,1.584893192461114e-07,239,235,4,45,449,6,0,0.194,9.04171671452106e-09,6.013258871324232,1,1,1.8970977701976435e-08,1,,,,
E7,logsumexp,m300-n50,0,Hybrid-fixed,3.9810717055349776e-08,246,246,0,144,250,1,0,0.063,9.39697012429983e-09,6.013258871324233,1,0,,1,,,,
E7,logsumexp,m300-n50,1,Hybrid-fixed,3.9810717055349776e-08,245,245,0,142,249,1,0,0.054,9.987754092918994e-09,6.013258871324233,1,0,,1,,,,
E7,logsumexp,m300-n50,2,Hybrid-fixed,3.9810717055349776e-08,231,224,7,44,571,8,0,0.128,8.911596933691857e-09,6.013258871324232,1,1,3.738595376415381e-08,0,,,,
E7,logsumexp,m300-n50,3,Hybrid-fixed,3.9810717055349776e-08,241,224,17,44,1034,18,0,0.26,8.404836180245551e-09,6.013258871324232,1,1,3.782947489904218e-08,0,,,,
E7,logsumexp,m300-n50,4,Hybrid-fixed,3.9810717055349776e-08,246,246,0,144,250,1,0,0.098,9.507261191352474e-09,6.013258871324233,1,0,,1,,,,
E7,logsumexp,m300-n50,5,Hybrid-fixed,3.9810717055349776e-08,245,245,0,142,249,1,0,0.087,9.956374139639777e-09,6.013258871324233,1,0,,1,,,,
E7,logsumexp,m300-n50,6,Hybrid-fixed,3.9810717055349776e-08,246,246,0,144,250,1,0,0.075,9.474653100183921e-09,6.013258871324233,1,0,,1,,,,
E7,logsumexp,m300-n50,7,Hybrid-fixed,3.9810717055349776e-08,245,245,0,144,249,1,0,0.059,9.874311566985951e-09,6.013258871324233,1,0,,1,,,,
E7,logsumexp,m300-n50,8,Hybrid-fixed,3.9810717055349776e-08,245,245,0,142,249,1,0,0.067,9.956346086458383e-09,6.013258871324233,1,0,,1,,,,
E7,logsumexp,m300-n50,9,Hybrid-fixed,3.9810717055349776e-08,246,246,0,144,250,1,0,0.104,9.460117177035758e-09,6.013258871324233,1,0,,1,,,,
E7,logsumexp,m300-n50,0,Hybrid-fixed,1e-08,246,246,0,492,248,0,0,0.056,9.39697012429983e-09,6.013258871324233,1,0,,0,,,,
E7,logsumexp,m300-n50,1,Hybrid-fixed,1e-08,245,245,0,490,247,0,0,0.079,9.987754092918994e-09,6.013258871324233,1,0,,0,,,,
E7,logsumexp,m300-n50,2,Hybrid-fixed,1e-08,245,245,0,490,247,0,0,0.068,9.903264506021423e-09,6.013258871324233,1,0,,0,,,,
E7,logsumexp,m300-n50,3,Hybrid-fixed,1e-08,246,246,0,492,248,0,0,0.047,9.406418816120337e-09,6.013258871324233,1,0,,0,,,,
E7,logsumexp,m300-n50,4,Hybrid-fixed,1e-08,246,246,0,492,248,0,0,0.054,9.507261191352474e-09,6.013258871324233,1,0,,0,,,,
E7,logsumexp,m300-n50,5,Hybrid-fixed,1e-08,245,245,0,490,247,0,0,0.103,9.956374139639777e-09,6.013258871324233,1,0,,0,,,,
E7,logsumexp,m300-n50,6,Hybrid-fixed,1e-08,246,246,0,492,248,0,0,0.105,9.474653100183921e-09,6.013258871324233,1,0,,0,,,,
E7,logsumexp,m300-n50,7,Hybrid-fixed,1e-08,245,245,0,490,247,0,0,0.1,9.874311566985951e-09,6.013258871324233,1,0,,0,,,,
E7,logsumexp,m300-n50,8,Hybrid-fixed,1e-08,245,245,0,490,247,0,0,0.083,9.956346086458383e-09,6.013258871324233,1,0,,0,,,,
E7,logsumexp,m300-n50,9,Hybrid-fixed,1e-08,246,246,0,492,248,0,0,0.037,9.460117177035758e-09,6.013258871324233,1,0,,0,,,,
E7,a9a,default,0,Hybrid-fixed,0.5,7,1,6,1,16,7,0,0.394,2.0470109902254672e-11,0.32337958246484744,1,1,0.20385679845547916,0,,,,
E7,a9a,default,1,Hybrid-fixed,0.5,7,1,6,1,16,7,0,0.395,1.9744412817406277e-11,0.32337958246484744,1,1,0.20402638817266647,0,,,,
E7,a9a,default,2,Hybrid-fixed,0.5,7,1,6,1,16,7,0,0.405,2.0666719800423227e-11,0.3233795824648475,1,1,0.2036580378653757,0,,,,
E7,a9a,default,3,Hybrid-fixed,0.5,7,1,6,1,16,7,0,0.373,2.4740382673249242e-11,0.32337958246484744,1,1,0.2040452978318231,0,,,,
E7,a9a,default,4,Hybrid-fixed,0.5,7,1,6,1,16,7,0,0.378,1.954247374555524e-11,0.32337958246484744,1,1,0.2032490797788015,0,,,,
E7,a9a,default,5,Hybrid-fixed,0.5,7,1,6,1,16,7,0,0.371,2.1864108286994898e-11,0.3233795824648475,1,1,0.20349334768170796,0,,,,
E7,a9a,default,6,Hybrid-fixed,0.5,7,1,6,1,16,7,0,0.394,2.229880359979668e-11,0.32337958246484744,1,1,0.20483294062538798,0,,,,
E7,a9a,default,7,Hybrid-fixed,0.5,7,1,6,1,16,7,0,0.814,1.8952683169529433e-11,0.32337958246484744,1,1,0.20199723135375128,0,,,,
E7,a9a,default,8,Hybrid-fixed,0.5,7,1,6,1,16,7,0,0.38,2.0568068007946452e-11,0.32337958246484755,1,1,0.20510191853789744,0,,,,
E7,a9a,default,9,Hybrid-fixed,0.5,7,1,6,1,16,7,0,0.375,1.9789532634413255e-11,0.3233795824648475,1,1,0.20365510897059136,0,,,,
E7,a9a,default,0,Hybrid-fixed,0.3,8,3,5,1,16,6,0,0.353,3.014879702490423e-10,0.32337958246484744,1,1,0.18179031986964936,0,,,,
E7,a9a,default,1,Hybrid-fixed,0.3,8,3,5,1,16,6,0,0.346,2.61942391929437e-10,0.32337958246484744,1,1,0.18593480994700828,0,,,,
E7,a9a,default,2,Hybrid-fixed,0.3,8,3,5,1,16,6,0,0.342,3.3557277347859184e-10,0.3233795824648475,1,1,0.1797133802546523,0,,,,
E7,a9a,default,3,Hybrid-fixed,0.3,8,3,5,1,16,6,0,0.337,3.288575352925553e-10,0.32337958246484755,1,1,0.1854928786191055,0,,,,
E7,a9a,default,4,Hybrid-fixed,0.3,8,3,5,1,16,6,0,0.357,3.3562378023950194e-10,0.3233795824648475,1,1,0.17728862927425632,0,,,,
E7,a9a,default,5,Hybrid-fixed,0.3,8,3,5,1,16,6,0,0.345,2.774777103871123e-10,0.3233795824648475,1,1,0.18666374994634852,0,,,,
E7,a9a,default,6,Hybrid-fixed,0.3,8,3,5,1,16,6,0,0.341,3.162724708796225e-10,0.3233795824648475,1,1,0.18383179282467932,0,,,,
E7,a9a,default,7,Hybrid-fixed,0.3,8,3,5,1,16,6,0,0.327,3.620433457736003e-10,0.32337958246484744,1,1,0.17385698220498846,0,,,,
E7,a9a,default,8,Hybrid-fixed,0.3,8,3,5,1,16,6,0,0.335,2.7189409654004406e-10,0.3233795824648475,1,1,0.18540200016368735,0,,,,
E7,a9a,default,9,Hybrid-fixed,0.3,8,3,5,1,16,6,0,0.331,3.2848420160207186e-10,0.32337958246484744,1,1,0.17905545523455868,0,,,,
E7,a9a,default,0,Hybrid-fixed,0.2,8,3,5,1,16,6,0,0.343,3.014879702490423e-10,0.32337958246484744,1,1,0.18179031986964936,0,,,,
E7,a9a,default,1,Hybrid-fixed,0.2,8,3,5,1,16,6,0,0.332,2.61942391929437e-10,0.32337958246484744,1,1,0.18593480994700828,0,,,,
E7,a9a,default,2,Hybrid-fixed,0.2,8,3,5,1,16,6,0,0.332,3.3557277347859184e-10,0.3233795824648475,1,1,0.1797133802546523,0,,,,
E7,a9a,default,3,Hybrid-fixed,0.2,8,3,5,1,16,6,0,0.334,3.288575352925553e-10,0.32337958246484755,1,1,0.1854928786191055,0,,,,
E7,a9a,default,4,Hybrid-fixed,0.2,8,3,5,1,16,6,0,0.341,3.3562378023950194e-10,0.3233795824648475,1,1,0.17728862927425632,0,,,,
E7,a9a,default,5,Hybrid-fixed,0.2,8,3,5,1,16,6,0,0.357,2.774777103871123e-10,0.3233795824648475,1,1,0.18666374994634852,0,,,,
E7,a9a,default,6,Hybrid-fixed,0.2,8,3,5,1,16,6,0,0.356,3.162724708796225e-10,0.3233795824648475,1,1,0.18383179282467932,0,,,,
E7,a9a,default,7,Hybrid-fixed,0.2,8,3,5,1,16,6,0,0.337,3.620433457736003e-10,0.32337958246484744,1,1,0.17385698220498846,0,,,,
E7,a9a,default,8,Hybrid-fixed,0.2,8,3,5,1,16,6,0,0.341,2.7189409654004406e-10,0.3233795824648475,1,1,0.18540200016368735,0,,,,
E7,a9a,default,9,Hybrid-fixed,0.2,8,3,5,1,16,6,0,0.332,3.2848420160207186e-10,0.32337958246484744,1,1,0.17905545523455868,0,,,,
E7,a9a,default,0,Hybrid-fixed,0.1,9,4,5,1,17,6,0,0.343,9.019590098191595e-12,0.3233795824648475,1,1,0.08076706918024974,0,,,,
E7,a9a,default,1,Hybrid-fixed,0.1,9,4,5,1,17,6,0,0.344,8.165243268018826e-12,0.3233795824648475,1,1,0.08190387267357734,0,,,,
E7,a9a,default,2,Hybrid-fixed,0.1,9,4,5,1,17,6,0,0.346,1.0235774219278166e-11,0.3233795824648475,1,1,0.08041517167935384,0,,,,
E7,a9a,default,3,Hybrid-fixed,0.1,9,4,5,1,17,6,0,0.341,1.026581579392121e-11,0.3233795824648475,1,1,0.08179919450997403,0,,,,
E7,a9a,default,4,Hybrid-fixed,0.1,9,4,5,1,17,6,0,0.36,9.978184282068553e-12,0.32337958246484744,1,1,0.07954036787322245,0,,,,
E7,a9a,default,5,Hybrid-fixed,0.1,9,4,5,1,17,6,0,0.365,8.584491985175054e-12,0.32337958246484744,1,1,0.08211251700929449,0,,,,
E7,a9a,default,6,Hybrid-fixed,0.1,9,4,5,1,17,6,0,0.333,9.76159684416484e-12,0.3233795824648475,1,1,0.08137241358358804,0,,,,
E7,a9a,default,7,Hybrid-fixed,0.1,9,4,5,1,17,6,0,0.348,1.0874734096867418e-11,0.32337958246484744,1,1,0.07861541793161493,0,,,,
E7,a9a,default,8,Hybrid-fixed,0.1,9,4,5,1,17,6,0,0.35,8.195785291512611e-12,0.3233795824648475,1,1,0.08166451756194272,0,,,,
E7,a9a,default,9,Hybrid-fixed,0.1,9,4,5,1,17,6,0,0.338,9.953557308555195e-12,0.32337958246484744,1,1,0.08022227587076435,0,,,,
E7,a9a,default,0,Hybrid-fixed,0.01,162,158,4,1,169,5,0,1.15,6.461634209157025e-15,0.32337958246484744,1,1,0.01035058034984737,0,,,,
E7,a9a,default,1,Hybrid-fixed,0.01,162,158,4,1,169,5,0,1.222,4.403858459052797e-15,0.3233795824648475,1,1,0.010338118203648715,0,,,,
E7,a9a,default,2,Hybrid-fixed,0.01,163,159,4,1,170,5,0,1.171,3.0914733468756063e-15,0.3233795824648475,1,1,0.009952937872757854,0,,,,
E7,a9a,default,3,Hybrid-fixed,0.01,163,159,4,1,170,5,0,1.161,4.842980377833834e-15,0.3233795824648475,1,1,0.009959181185902808,0,,,,
E7,a9a,default,4,Hybrid-fixed,0.01,162,158,4,1,169,5,0,1.198,5.006768540957512e-15,0.3233795824648475,1,1,0.010292425259569386,0,,,,
E7,a9a,default,5,Hybrid-fixed,0.01,162,158,4,1,169,5,0,1.182,6.4736942457254914e-15,0.3233795824648475,1,1,0.010362786789567653,0,,,,
E7,a9a,default,6,Hybrid-fixed,0.01,163,159,4,1,170,5,0,1.162,4.41400484425693e-15,0.3233795824648475,1,1,0.009955640064872517,0,,,,
E7,a9a,default,7,Hybrid-fixed,0.01,162,158,4,1,169,5,0,1.189,3.9097984884013695e-15,0.3233795824648475,1,1,0.010210973173181209,0,,,,
E7,a9a,default,8,Hybrid-fixed,0.01,162,158,4,1,169,5,0,1.173,5.089811028209779e-15,0.32337958246484744,1,1,0.010345533422154425,0,,,,
E7,a9a,default,9,Hybrid-fixed,0.01,163,159,4,1,170,5,0,1.162,3.6344615584770646e-15,0.3233795824648475,1,1,0.009951405827487174,0,,,,
E7,a9a,default,0,Hybrid-fixed,0.0025118864315095794,335,332,3,1,341,4,0,2.065,1.2337366094887656e-14,0.3233795824648474,1,1,0.0025198525541187183,0,,,,
E7,a9a,default,1,Hybrid-fixed,0.0025118864315095794,335,332,3,1,341,4,0,2.077,1.231534093149452e-14,0.3233795824648474,1,1,0.0025049636029986166,0,,,,
E7,a9a,default,2,Hybrid-fixed,0.0025118864315095794,335,332,3,1,341,4,0,2.09,1.20168698006862e-14,0.3233795824648474,1,1,0.0025116918951321055,0,,,,
E7,a9a,default,3,Hybrid-fixed,0.0025118864315095794,335,332,3,1,341,4,0,2.09,1.3006957419182947e-14,0.32337958246484744,1,1,0.0025181929367201336,0,,,,
E7,a9a,default,4,Hybrid-fixed,0.0025118864315095794,334,331,3,1,340,4,0,2.072,6.62134129501106e-15,0.32337958246484744,1,1,0.002535200550874624,0,,,,
E7,a9a,default,5,Hybrid-fixed,0.0025118864315095794,335,332,3,1,341,4,0,2.052,1.3422816781558843e-14,0.32337958246484744,1,1,0.002515047238301041,0,,,,
E7,a9a,default,6,Hybrid-fixed,0.0025118864315095794,335,332,3,1,341,4,0,2.102,1.3455416625920146e-14,0.32337958246484744,1,1,0.0025156955443323033,0,,,,
E7,a9a,default,7,Hybrid-fixed,0.0025118864315095794,334,331,3,1,340,4,0,2.068,6.936907866103297e-15,0.32337958246484744,1,1,0.0025228849438990054,0,,,,
E7,a9a,default,8,Hybrid-fixed,0.0025118864315095794,335,332,3,1,341,4,0,2.06,1.3208560689773491e-14,0.32337958246484744,1,1,0.0025100199698026627,0,,,,
E7,a9a,default,9,Hybrid-fixed,0.0025118864315095794,335,332,3,1,341,4,0,2.082,1.2040427493102227e-14,0.3233795824648474,1,1,0.0025110484251294907,0,,,,
E7,a9a,default,0,Hybrid-fixed,0.000630957344480193,576,574,2,1,581,3,0,3.334,1.2545531184241255e-14,0.32337958246484744,1,1,0.0006327007911136769,0,,,,
E7,a9a,default,1,Hybrid-fixed,0.000630957344480193,576,574,2,1,581,3,0,3.368,1.2608813754998688e-14,0.32337958246484744,1,1,0.0006293938736992822,0,,,,
E7,a9a,default,2,Hybrid-fixed,0.000630957344480193,576,574,2,1,581,3,0,3.402,1.3502689974494673e-14,0.32337958246484744,1,1,0.0006330811168091384,0,,,,
E7,a9a,default,3,Hybrid-fixed,0.000630957344480193,576,574,2,1,581,3,0,3.384,1.6323673179372425e-14,0.32337958246484744,1,1,0.0006416181630499092,0,,,,
E7,a9a,default,4,Hybrid-fixed,0.000630957344480193,576,574,2,1,581,3,0,3.38,1.1785444882727118e-14,0.32337958246484744,1,1,0.000629686606376992,0,,,,
E7,a9a,default,5,Hybrid-fixed,0.000630957344480193,576,574,2,1,581,3,0,3.33,1.3914413508941289e-14,0.32337958246484744,1,1,0.000634348464047474,0,,,,
E7,a9a,default,6,Hybrid-fixed,0.000630957344480193,576,574,2,1,581,3,0,3.319,1.4572556028536124e-14,0.32337958246484744,1,1,0.000635369737613995,0,,,,
E7,a9a,default,7,Hybrid-fixed,0.000630957344480193,575,573,2,1,580,3,0,3.327,1.868660153374927e-14,0.32337958246484755,1,1,0.0006400736835410172,0,,,,
E7,a9a,default,8,Hybrid-fixed,0.000630957344480193,576,574,2,1,581,3,0,3.329,1.2473983475025156e-14,0.32337958246484744,1,1,0.000632366062532922,0,,,,
E7,a9a,default,9,Hybrid-fixed,0.000630957344480193,576,574,2,1,581,3,0,3.318,1.2897737348253867e-14,0.32337958246484744,1,1,0.0006319500563915111,0,,,,
E7,a9a,default,0,Hybrid-fixed,0.00015848931924611142,783,782,1,1,787,2,0,4.53,2.420969710903274e-10,0.32337958246484755,1,1,0.00015860489429701517,0,,,,
E7,a9a,default,1,Hybrid-fixed,0.00015848931924611142,782,781,1,1,786,2,0,4.537,2.5557066102511694e-10,0.32337958246484744,1,1,0.00016425250717644254,0,,,,
E7,a9a,default,2,Hybrid-fixed,0.00015848931924611142,782,781,1,1,786,2,0,4.473,2.5967288998520023e-10,0.3233795824648475,1,1,0.00016491221859199872,0,,,,
E7,a9a,default,3,Hybrid-fixed,0.00015848931924611142,783,782,1,1,787,2,0,4.502,2.521882529439934e-10,0.32337958246484744,1,1,0.00015931345588119828,0,,,,
E7,a9a,default,4,Hybrid-fixed,0.00015848931924611142,782,781,1,1,786,2,0,4.475,2.532449189550126e-10,0.32337958246484744,1,1,0.0001638587590578974,0,,,,
E7,a9a,default,5,Hybrid-fixed,0.00015848931924611142,783,782,1,1,787,2,0,4.493,2.47054094364948e-10,0.32337958246484744,1,1,0.00015804407188466343,0,,,,
E7,a9a,default,6,Hybrid-fixed,0.00015848931924611142,783,782,1,1,787,2,0,4.52,2.444028085138844e-10,0.3233795824648475,1,1,0.00015877956053246013,0,,,,
E7,a9a,default,7,Hybrid-fixed,0.00015848931924611142,782,781,1,1,786,2,0,4.486,2.4587973282790435e-10,0.3233795824648475,1,1,0.00016143776186455886,0,,,,
E7,a9a,default,8,Hybrid-fixed,0.00015848931924611142,783,782,1,1,787,2,0,4.436,2.4131819977544465e-10,0.3233795824648475,1,1,0.0001580503677888842,0,,,,
E7,a9a,default,9,Hybrid-fixed,0.00015848931924611142,782,781,1,1,786,2,0,4.473,2.551187250914546e-10,0.3233795824648475,1,1,0.00016467299513395664,0,,,,
E7,a9a,default,0,Hybrid-fixed,3.9810717055349695e-05,1044,1043,1,1,1048,2,0,5.954,1.903082089061388e-12,0.32337958246484744,1,1,4.040014962676989e-05,0,,,,
E7,a9a,default,1,Hybrid-fixed,3.9810717055349695e-05,1044,1043,1,1,1048,2,0,5.936,1.9143827137956796e-12,0.3233795824648475,1,1,4.024248669891441e-05,0,,,,
E7,a9a,default,2,Hybrid-fixed,3.9810717055349695e-05,1044,1043,1,1,1048,2,0,6.037,1.944479854473045e-12,0.3233795824648475,1,1,4.0349301981756085e-05,0,,,,
E7,a9a,default,3,Hybrid-fixed,3.9810717055349695e-05,1045,1044,1,1,1049,2,0,5.954,1.813881272421356e-12,0.32337958246484744,1,1,3.977522379964894e-05,0,,,,
E7,a9a,default,4,Hybrid-fixed,3.9810717055349695e-05,1044,1043,1,1,1048,2,0,5.961,1.8697071030143112e-12,0.32337958246484755,1,1,3.999578100676972e-05,0,,,,
E7,a9a,default,5,Hybrid-fixed,3.9810717055349695e-05,1044,1043,1,1,1048,2,0,5.999,1.978446829155715e-12,0.3233795824648475,1,1,4.043763647369372e-05,0,,,,
E7,a9a,default,6,Hybrid-fixed,3.9810717055349695e-05,1044,1043,1,1,1048,2,0,5.935,1.9487302288333937e-12,0.3233795824648475,1,1,4.039243680416788e-05,0,,,,
